year,value
2010,13.1
2011,14.1
2012,15.4
2013,16.4
2014,16.8
2015,15
2016,18.3
2017,22.7
2018,22.3
2019,18.7
2020,21.5
2021,21.1
2022,14.8
2023,7.4
2024,9.9
