year,value
2010,47.3
2011,50.5
2012,56.6
2013,56.1
2014,56.4
2015,59.6
2016,70.3
2017,78.1
2018,84.6
2019,85.6
2020,95.2
2021,98.3
2022,69.5
2023,57.9
2024,65.8
