year,value
2010,72.3
2011,65.2
2012,63.4
2013,31.4
2014,39.7
2015,28.6
2016,38.3
2017,35.5
2018,33.5
2019,26
2020,25.8
2021,25.9
2022,22.4
2023,28.1
2024,30.2
