year,value
2010,90.6
2011,94.7
2012,92.1
2013,86.3
2014,85.2
2015,87.1
2016,84.4
2017,83.3
2018,83.9
2019,83.8
2020,83.7
2021,83.5
2022,83.6
2023,83.7
2024,null
