year,value
2010,30.8
2011,51.6
2012,38.9
2013,55.9
2014,50.8
2015,57.4
2016,61.8
2017,45.1
2018,65.7
2019,60.2
2020,50.2
2021,59.2
2022,57.5
2023,63.9
2024,50.4
