year,value
2010,2.4
2011,9.3
2012,15.4
2013,19.5
2014,15
2015,8.5
2016,14
2017,13.4
2018,14
2019,15.8
2020,25
2021,18.9
2022,14.1
2023,10.3
2024,9.7
