year,value
2010,6.3
2011,2.2
2012,5.7
2013,3.7
2014,4.6
2015,5.2
2016,4.9
2017,4.2
2018,5.1
2019,5.2
2020,5.3
2021,2.8
2022,1.3
2023,2.8
2024,4.3
