year,crop,model,scenario,lag_config,split,mae,rmse,mape,n_features,params_json
2022,Соняшник,xgboost,lag_only,L1,test,0.34404477119445787,0.34404477119445787,15.927998666410085,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8}"
2023,Соняшник,xgboost,lag_only,L1,test,0.39118547439575213,0.39118547439575213,15.966754056969473,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8}"
2024,Соняшник,xgboost,lag_only,L1,test,0.04780571937561051,0.04780571937561051,2.192922907138097,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8}"
2019,Соняшник,lightgbm,lag_only,L1,validation,0.5316263124245255,0.5316263124245255,20.766652829083025,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2020,Соняшник,lightgbm,lag_only,L1,validation,0.08889922180198662,0.08889922180198662,4.400951574355773,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2021,Соняшник,lightgbm,lag_only,L1,validation,0.24364627311340836,0.24364627311340836,9.904320045260501,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2022,Соняшник,lightgbm,lag_only,L1,test,0.34058368871055,0.34058368871055,15.767763366229165,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2023,Соняшник,lightgbm,lag_only,L1,test,0.5232921179562484,0.5232921179562484,21.35886195739789,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2024,Соняшник,lightgbm,lag_only,L1,test,0.31686798493305024,0.31686798493305024,14.53522866665368,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2019,Соняшник,elasticnet,in_season,L1,validation,0.5800000000000001,0.5800000000000001,22.656250000000004,43,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
2020,Соняшник,elasticnet,in_season,L1,validation,0.017999999999999794,0.017999999999999794,0.891089108910881,43,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
2021,Соняшник,elasticnet,in_season,L1,validation,0.4236363636363638,0.4236363636363638,17.220990391722108,43,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
2022,Соняшник,elasticnet,in_season,L1,test,0.08833333333333337,0.08833333333333337,4.089506172839508,43,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
2023,Соняшник,elasticnet,in_season,L1,test,0.3715384615384618,0.3715384615384618,15.164835164835175,43,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
2024,Соняшник,elasticnet,in_season,L1,test,0.07500000000000018,0.07500000000000018,3.4403669724770722,43,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
2019,Соняшник,xgboost,in_season,L1,validation,0.40092736244201665,0.40092736244201665,15.661225095391277,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2020,Соняшник,xgboost,in_season,L1,validation,0.396278600692749,0.396278600692749,19.61775250954203,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2021,Соняшник,xgboost,in_season,L1,validation,0.33836956977844235,0.33836956977844235,13.754860560099283,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2022,Соняшник,xgboost,in_season,L1,test,0.3298459911346434,0.3298459911346434,15.27064773771497,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2023,Соняшник,xgboost,in_season,L1,test,0.2432927608489992,0.2432927608489992,9.930316769346906,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2024,Соняшник,xgboost,in_season,L1,test,0.10311872482299789,0.10311872482299789,4.730216734999903,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2019,Соняшник,lightgbm,in_season,L1,validation,0.5091961457068099,0.5091961457068099,19.89047444167226,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2020,Соняшник,lightgbm,in_season,L1,validation,0.41156794871552815,0.41156794871552815,20.374650926511293,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2021,Соняшник,lightgbm,in_season,L1,validation,0.35404905544609955,0.35404905544609955,14.39223802626421,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2022,Соняшник,lightgbm,in_season,L1,test,0.37609867248063367,0.37609867248063367,17.411975577807112,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2023,Соняшник,lightgbm,in_season,L1,test,0.059794211591630564,0.059794211591630564,2.4405800649645126,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2024,Соняшник,lightgbm,in_season,L1,test,0.4377568607963618,0.4377568607963618,20.080589944787235,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
